x,z
0.0,-0.09182713228025212
5.0012503125781445,-0.08510632594552536
10.002500625156287,-0.07250003459216706
15.003750937734434,-0.05540141352648504
20.005001250312574,-0.035386777373234764
25.00625156289072,-0.013952136578557069
30.00750187546887,0.0075512329922808345
35.00875218804701,0.027845251762462116
40.01000250062516,0.04566157962013273
45.0112528132033,0.0598098687319571
50.01250312578144,0.06939513805635024
55.01375343835959,0.07406883978525847
60.01500375093774,0.07414046888086362
65.01625406351587,0.07046154170749631
70.01750437609402,0.06415635585125505
75.01875468867216,0.0563643367073143
80.02000500125031,0.04811050769831045
85.02125531382846,0.04030257885762936
90.0225056264066,0.033767680613498656
95.02375593898476,0.029236164280107505
100.02500625156289,0.02724312164566145
105.02625656414104,0.028003142213665275
110.02750687671916,0.031354504612280676
115.02875718929732,0.03682561227279115
120.03000750187547,0.04378591867248469
125.0312578144536,0.05159101480701254
130.03250812703175,0.059656434457433766
135.0337584396099,0.06746024710133292
140.03500875218805,0.07452321999009846
145.0362590647662,0.08041939359202435
150.03750937734432,0.08483436740030435
155.03875968992247,0.08763985455686336
160.04001000250062,0.08892917022761428
165.04126031507877,0.0889830392192148
170.04251062765692,0.0881878179792127
175.04376094023505,0.08695916575070196
180.0450112528132,0.08570875038183555
185.04626156539132,0.08484993038339475
190.0475118779695,0.08480567253710351
195.0487621905476,0.08597956159626062
200.05001250312577,0.08868026525364278
205.05126281570392,0.09303258533188631
210.05251312828207,0.0989288044378939
215.05376344086025,0.10604730304287964
220.05501375343837,0.11391090904856697
225.0562640660165,0.12192712707255257
230.05751437859465,0.12937566103154513
235.0587646911728,0.1353673517048946
240.06001500375092,0.1388494878360912
245.06126531632907,0.1387331930038564
250.0625156289072,0.13414848650592293
255.06376594148537,0.12472394097352658
260.0650162540635,0.11073313262720322
265.0662665666417,0.09302394696151525
270.0675168792198,0.07280073999733346
275.0687671917979,0.051421608369487545
280.0700175043761,0.030325329713391636
285.0712678169542,0.011068475192828027
290.0725181295324,-0.004658633659943045
295.0737684421105,-0.015178580890877794
300.07501875468864,-0.01916544877500359
305.0762690672668,-0.016031756431647264
310.07751937984494,-0.006128072696279455
315.0787696924231,0.009380859551435071
320.08002000500124,0.028876887054237434
325.08127031757937,0.05065728482837344
330.08252063015755,0.07313333543522912
335.08377094273567,0.09484598714692397
