x,z
0.0,-0.1719476559051819
5.002501250625313,-0.15940507919383182
10.005002501250626,-0.14686250248248175
15.007503751875939,-0.13431992577113167
20.010005002501252,-0.12177734905978159
25.012506253126567,-0.1092347723484315
30.015007503751878,-0.09669219563708144
35.01750875437719,-0.08414961892573136
40.020010005002504,-0.07160704221438127
45.02251125562782,-0.0590644655030312
50.025012506253134,-0.04652188879168109
55.02751375687844,-0.050260188326103204
60.030015007503756,-0.05476968726164081
65.03251625812906,-0.05927918619717841
70.03501750875438,-0.06378868513271602
75.0375187593797,-0.06829818406825362
80.04002001000501,-0.07280768300379123
85.04252126063032,-0.07731718193932884
90.04502251125564,-0.08182668087486644
95.04752376188095,-0.08633617981040405
100.05002501250627,-0.09084567874594165
105.05252626313157,-0.06489705892376309
110.05502751375688,-0.03591945491573427
115.0575287643822,-0.006941850907705452
120.06003001500751,0.022035753100323366
125.06253126563283,0.05101335710835217
130.06503251625813,0.0799909611163809
135.06753376688346,0.1089685651244098
140.07003501750876,0.13794616913243854
145.0725362681341,0.16692377314046747
150.0750375187594,0.1959013771484962
155.07753876938472,0.20158563333458954
160.08004002001002,0.20361337561840243
165.08254127063532,0.2056411179022153
170.08504252126065,0.20766886018602818
175.08754377188595,0.20969660246984106
180.09004502251128,0.21172434475365395
185.09254627313658,0.21375208703746681
190.0950475237619,0.2157798293212797
195.0975487743872,0.2178075716050926
200.10005002501254,0.21983531388890548
205.10255127563784,0.20174973223418108
210.10505252626314,0.17922194406542397
215.10755377688847,0.15669415589666677
220.11005502751377,0.13416636772790969
225.1125562781391,0.11163857955915246
230.1150575287644,0.08911079139039538
235.11755877938973,0.06658300322163815
240.12006003001503,0.04405521505288107
245.12256128064033,0.021527426884123985
250.12506253126566,-0.001000361284633211
255.12756378189096,0.010131154408415034
260.13006503251626,0.031098180970172737
265.1325662831416,0.052065207531930675
270.1350675337669,0.07303223409368838
275.1375687843922,0.09399926065544607
280.1400700350175,0.11496628721720377
285.1425712856428,0.13593331377896148
290.1450725362682,0.15690034034071942
295.1475737868935,0.17786736690247712
300.1500750375188,0.19883439346423482
305.1525762881441,0.20109643073598968
310.15507753876943,0.1963924719962953
315.15757878939473,0.191688513256601
320.16008004002003,0.18698455451690668
